# ik    E (eV)      weight
    0.000000  -21.000000    0.000510
    0.000000  -20.950000    0.000517
    0.000000  -20.900000    0.000525
    0.000000  -20.850000    0.000533
    0.000000  -20.800000    0.000541
    0.000000  -20.750000    0.000550
    0.000000  -20.700000    0.000558
    0.000000  -20.650000    0.000567
    0.000000  -20.600000    0.000576
    0.000000  -20.550000    0.000585
    0.000000  -20.500000    0.000595
    0.000000  -20.450000    0.000605
    0.000000  -20.400000    0.000615
    0.000000  -20.350000    0.000625
    0.000000  -20.300000    0.000636
    0.000000  -20.250000    0.000647
    0.000000  -20.200000    0.000658
    0.000000  -20.150000    0.000669
    0.000000  -20.100000    0.000681
    0.000000  -20.050000    0.000694
    0.000000  -20.000000    0.000706
    0.000000  -19.950000    0.000719
    0.000000  -19.900000    0.000732
    0.000000  -19.850000    0.000746
    0.000000  -19.800000    0.000760
    0.000000  -19.750000    0.000775
    0.000000  -19.700000    0.000790
    0.000000  -19.650000    0.000806
    0.000000  -19.600000    0.000822
    0.000000  -19.550000    0.000838
    0.000000  -19.500000    0.000855
    0.000000  -19.450000    0.000873
    0.000000  -19.400000    0.000891
    0.000000  -19.350000    0.000910
    0.000000  -19.300000    0.000930
    0.000000  -19.250000    0.000950
    0.000000  -19.200000    0.000971
    0.000000  -19.150000    0.000993
    0.000000  -19.100000    0.001016
    0.000000  -19.050000    0.001039
    0.000000  -19.000000    0.001063
    0.000000  -18.950000    0.001089
    0.000000  -18.900000    0.001115
    0.000000  -18.850000    0.001142
    0.000000  -18.800000    0.001171
    0.000000  -18.750000    0.001200
    0.000000  -18.700000    0.001231
    0.000000  -18.650000    0.001263
    0.000000  -18.600000    0.001296
    0.000000  -18.550000    0.001331
    0.000000  -18.500000    0.001367
    0.000000  -18.450000    0.001405
    0.000000  -18.400000    0.001445
    0.000000  -18.350000    0.001486
    0.000000  -18.300000    0.001530
    0.000000  -18.250000    0.001575
    0.000000  -18.200000    0.001623
    0.000000  -18.150000    0.001673
    0.000000  -18.100000    0.001726
    0.000000  -18.050000    0.001782
    0.000000  -18.000000    0.001840
    0.000000  -17.950000    0.001901
    0.000000  -17.900000    0.001966
    0.000000  -17.850000    0.002035
    0.000000  -17.800000    0.002107
    0.000000  -17.750000    0.002183
    0.000000  -17.700000    0.002265
    0.000000  -17.650000    0.002351
    0.000000  -17.600000    0.002442
    0.000000  -17.550000    0.002539
    0.000000  -17.500000    0.002643
    0.000000  -17.450000    0.002754
    0.000000  -17.400000    0.002872
    0.000000  -17.350000    0.002998
    0.000000  -17.300000    0.003134
    0.000000  -17.250000    0.003280
    0.000000  -17.200000    0.003437
    0.000000  -17.150000    0.003606
    0.000000  -17.100000    0.003789
    0.000000  -17.050000    0.003988
    0.000000  -17.000000    0.004203
    0.000000  -16.950000    0.004438
    0.000000  -16.900000    0.004695
    0.000000  -16.850000    0.004976
    0.000000  -16.800000    0.005285
    0.000000  -16.750000    0.005627
    0.000000  -16.700000    0.006005
    0.000000  -16.650000    0.006425
    0.000000  -16.600000    0.006894
    0.000000  -16.550000    0.007421
    0.000000  -16.500000    0.008015
    0.000000  -16.450000    0.008689
    0.000000  -16.400000    0.009459
    0.000000  -16.350000    0.010343
    0.000000  -16.300000    0.011368
    0.000000  -16.250000    0.012564
    0.000000  -16.200000    0.013975
    0.000000  -16.150000    0.015656
    0.000000  -16.100000    0.017683
    0.000000  -16.050000    0.020161
    0.000000  -16.000000    0.023239
    0.000000  -15.950000    0.027133
    0.000000  -15.900000    0.032165
    0.000000  -15.850000    0.038837
    0.000000  -15.800000    0.047961
    0.000000  -15.750000    0.060921
    0.000000  -15.700000    0.080233
    0.000000  -15.650000    0.110850
    0.000000  -15.600000    0.163584
    0.000000  -15.550000    0.265521
    0.000000  -15.500000    0.498082
    0.000000  -15.450000    1.159026
    0.000000  -15.400000    2.843704
    0.000000  -15.350000    2.062921
    0.000000  -15.300000    0.796087
    0.000000  -15.250000    0.379555
    0.000000  -15.200000    0.219620
    0.000000  -15.150000    0.144959
    0.000000  -15.100000    0.105243
    0.000000  -15.050000    0.082370
    0.000000  -15.000000    0.068731
    0.000000  -14.950000    0.060776
    0.000000  -14.900000    0.056776
    0.000000  -14.850000    0.055956
    0.000000  -14.800000    0.058165
    0.000000  -14.750000    0.063811
    0.000000  -14.700000    0.074029
    0.000000  -14.650000    0.091196
    0.000000  -14.600000    0.120240
    0.000000  -14.550000    0.172139
    0.000000  -14.500000    0.274656
    0.000000  -14.450000    0.511815
    0.000000  -14.400000    1.191906
    0.000000  -14.350000    2.891219
    0.000000  -14.300000    2.027350
    0.000000  -14.250000    0.781898
    0.000000  -14.200000    0.372093
    0.000000  -14.150000    0.212951
    0.000000  -14.100000    0.137411
    0.000000  -14.050000    0.096115
    0.000000  -14.000000    0.071182
    0.000000  -13.950000    0.054993
    0.000000  -13.900000    0.043887
    0.000000  -13.850000    0.035931
    0.000000  -13.800000    0.030032
    0.000000  -13.750000    0.025532
    0.000000  -13.700000    0.022017
    0.000000  -13.650000    0.019217
    0.000000  -13.600000    0.016948
    0.000000  -13.550000    0.015081
    0.000000  -13.500000    0.013527
    0.000000  -13.450000    0.012217
    0.000000  -13.400000    0.011102
    0.000000  -13.350000    0.010145
    0.000000  -13.300000    0.009317
    0.000000  -13.250000    0.008596
    0.000000  -13.200000    0.007963
    0.000000  -13.150000    0.007405
    0.000000  -13.100000    0.006909
    0.000000  -13.050000    0.006468
    0.000000  -13.000000    0.006073
    0.000000  -12.950000    0.005718
    0.000000  -12.900000    0.005398
    0.000000  -12.850000    0.005108
    0.000000  -12.800000    0.004845
    0.000000  -12.750000    0.004605
    0.000000  -12.700000    0.004387
    0.000000  -12.650000    0.004186
    0.000000  -12.600000    0.004003
